Date,Open,High,Low,Close,Adj Close,Volume
2020-02-20,0.925100,0.927680,0.924129,0.925061,0.925061,0
2020-02-21,0.926980,0.926980,0.920500,0.926956,0.926956,0
2020-02-24,0.922630,0.925200,0.920500,0.922590,0.922590,0
2020-02-25,0.921740,0.923210,0.918970,0.921727,0.921727,0
2020-02-26,0.919033,0.921180,0.917130,0.918949,0.918949,0
2020-02-27,0.918640,0.918640,0.908620,0.918620,0.918620,0
2020-02-28,0.909460,0.913110,0.904750,0.909320,0.909320,0
2020-03-02,0.904770,0.906020,0.895730,0.904870,0.904870,0
2020-03-03,0.897320,0.901120,0.892260,0.897340,0.897340,0
2020-03-04,0.894670,0.901150,0.894000,0.894400,0.894400,0
2020-03-05,0.897740,0.899140,0.892500,0.897740,0.897740,0
2020-03-06,0.890960,0.891750,0.880690,0.890960,0.890960,0
2020-03-09,0.878260,0.880530,0.869880,0.878270,0.878270,0
2020-03-10,0.877390,0.882290,0.875430,0.877350,0.877350,0
2020-03-11,0.883690,0.888178,0.879820,0.883665,0.883665,0
2020-03-12,0.888040,0.902460,0.882390,0.887980,0.887980,0
2020-03-13,0.894170,0.903720,0.891160,0.894060,0.894060,0
2020-03-16,0.896090,0.901820,0.890044,0.896430,0.896430,0
2020-03-17,0.895790,0.912580,0.893730,0.895800,0.895800,0
2020-03-18,0.907700,0.923200,0.905387,0.907810,0.907810,0
2020-03-19,0.913790,0.934760,0.913610,0.912280,0.912280,0
2020-03-20,0.938220,0.938570,0.923370,0.938320,0.938320,0
2020-03-23,0.935670,0.938050,0.923800,0.935070,0.935070,0
2020-03-24,0.928960,0.929940,0.918400,0.928970,0.928970,0
2020-03-25,0.925820,0.928490,0.921700,0.925700,0.925700,0
2020-03-26,0.918480,0.919410,0.906990,0.918310,0.918310,0
2020-03-27,0.905290,0.912810,0.902000,0.905120,0.905120,0
2020-03-30,0.898040,0.908080,0.897840,0.897740,0.897740,0
2020-03-31,0.906750,0.914940,0.905500,0.906580,0.906580,0
2020-04-01,0.906770,0.915860,0.906000,0.906900,0.906900,0
2020-04-02,0.913160,0.922140,0.912160,0.912940,0.912940,0
2020-04-03,0.922180,0.927971,0.920900,0.921880,0.921880,0
2020-04-06,0.925220,0.928570,0.922990,0.925330,0.925330,0
2020-04-07,0.925760,0.926664,0.915470,0.925600,0.925600,0
2020-04-08,0.917910,0.923210,0.917750,0.917840,0.917840,0
2020-04-09,0.920710,0.922356,0.913780,0.920500,0.920500,0
2020-04-10,0.915250,0.915660,0.912900,0.915130,0.915130,0
2020-04-13,0.914800,0.917970,0.911700,0.914690,0.914690,0
2020-04-14,0.915790,0.916110,0.910420,0.915500,0.915500,0
2020-04-15,0.910550,0.921010,0.910000,0.910300,0.910300,0
2020-04-16,0.917110,0.923390,0.916780,0.917002,0.917002,0
2020-04-17,0.920800,0.924840,0.918000,0.920940,0.920940,0
2020-04-20,0.920280,0.922250,0.917680,0.920220,0.920220,0
2020-04-21,0.920510,0.924390,0.919120,0.920400,0.920400,0
2020-04-22,0.921030,0.923850,0.918850,0.921110,0.921110,0
2020-04-23,0.925340,0.929510,0.922170,0.925100,0.925100,0
2020-04-24,0.927960,0.932170,0.924410,0.927900,0.927900,0
2020-04-27,0.923900,0.924880,0.920780,0.923900,0.923900,0
2020-04-28,0.923600,0.924960,0.918300,0.923800,0.923800,0
2020-04-29,0.923160,0.923220,0.919600,0.922800,0.922800,0
2020-04-30,0.919400,0.922880,0.911580,0.919350,0.919350,0
2020-05-01,0.913680,0.914460,0.907750,0.913620,0.913620,0
2020-05-04,0.912620,0.917320,0.912590,0.912440,0.912440,0
2020-05-05,0.917050,0.923620,0.915640,0.917070,0.917070,0
2020-05-06,0.922500,0.927280,0.922100,0.922630,0.922630,0
2020-05-07,0.925880,0.928720,0.924580,0.926050,0.926050,0
2020-05-08,0.922770,0.924530,0.919680,0.922750,0.922750,0
2020-05-11,0.922500,0.925560,0.921400,0.922550,0.922550,0
2020-05-12,0.925140,0.927180,0.919080,0.925120,0.925120,0
2020-05-13,0.921970,0.923240,0.917990,0.921930,0.921930,0
2020-05-14,0.924050,0.927940,0.923800,0.923900,0.923900,0
2020-05-15,0.925390,0.926710,0.921700,0.925330,0.925330,0
2020-05-18,0.924260,0.925850,0.916360,0.924100,0.924100,0
2020-05-19,0.916100,0.917200,0.911150,0.916160,0.916160,0
2020-05-20,0.914900,0.914980,0.909170,0.915100,0.915100,0
2020-05-21,0.910800,0.914120,0.908370,0.910500,0.910500,0
2020-05-22,0.913040,0.918600,0.912800,0.913000,0.913000,0
2020-05-25,0.916670,0.919790,0.916200,0.916775,0.916775,0
2020-05-26,0.917340,0.917570,0.909790,0.917179,0.917179,0
2020-05-27,0.910700,0.914360,0.906630,0.910600,0.910600,0
2020-05-28,0.907830,0.909660,0.903190,0.907700,0.907700,0
2020-05-29,0.902680,0.903310,0.897290,0.902600,0.902600,0
2020-06-01,0.899720,0.900780,0.896700,0.899400,0.899400,0
2020-06-02,0.898830,0.899630,0.893200,0.898800,0.898800,0
2020-06-03,0.894000,0.894370,0.888890,0.893700,0.893700,0
2020-06-04,0.889900,0.893180,0.880240,0.890000,0.890000,0
2020-06-05,0.882050,0.886080,0.878430,0.882000,0.882000,0
2020-06-08,0.883700,0.887350,0.883490,0.883430,0.883430,0
2020-06-09,0.884730,0.889390,0.880020,0.884520,0.884520,0
2020-06-10,0.882290,0.882290,0.878050,0.882440,0.882440,0
2020-06-11,0.879610,0.882920,0.877180,0.879860,0.879860,0
2020-06-12,0.885790,0.890100,0.881850,0.885890,0.885890,0
2020-06-15,0.888560,0.890570,0.885580,0.888730,0.888730,0
2020-06-16,0.881990,0.890340,0.881070,0.882010,0.882010,0
2020-06-17,0.887710,0.892040,0.885200,0.887650,0.887650,0
2020-06-18,0.889580,0.892490,0.887900,0.889450,0.889450,0
2020-06-19,0.892280,0.894940,0.888652,0.891981,0.891981,0
2020-06-22,0.894500,0.894810,0.887490,0.894650,0.894650,0
2020-06-23,0.886750,0.890130,0.881135,0.886550,0.886550,0
2020-06-24,0.883890,0.888110,0.882900,0.883990,0.883990,0
2020-06-25,0.888780,0.893540,0.888100,0.888820,0.888820,0
2020-06-26,0.891200,0.893030,0.889760,0.891100,0.891100,0
2020-06-29,0.890940,0.891220,0.885800,0.890800,0.890800,0
2020-06-30,0.889120,0.893470,0.887970,0.889110,0.889110,0
2020-07-01,0.890180,0.893720,0.886950,0.890000,0.890000,0
2020-07-02,0.888620,0.890650,0.884700,0.888780,0.888780,0
2020-07-03,0.889700,0.891180,0.888800,0.889850,0.889850,0
2020-07-06,0.888980,0.888980,0.881300,0.889110,0.889110,0
2020-07-07,0.884150,0.888070,0.882100,0.883950,0.883950,0
2020-07-08,0.887090,0.887690,0.881400,0.886900,0.886900,0
2020-07-09,0.882000,0.885900,0.879300,0.881900,0.881900,0
2020-07-10,0.885800,0.888320,0.883020,0.885900,0.885900,0
2020-07-13,0.884270,0.884600,0.879470,0.884170,0.884170,0
2020-07-14,0.881380,0.882900,0.876650,0.881407,0.881407,0
2020-07-15,0.876360,0.877690,0.873134,0.876370,0.876370,0
2020-07-16,0.875860,0.878770,0.873897,0.875872,0.875872,0
2020-07-17,0.878233,0.878820,0.874000,0.877800,0.877800,0
2020-07-20,0.874160,0.876790,0.872000,0.873900,0.873900,0
2020-07-21,0.872780,0.875180,0.869716,0.872700,0.872700,0
2020-07-22,0.866920,0.868920,0.862000,0.867000,0.867000,0
2020-07-23,0.864550,0.866390,0.860270,0.864400,0.864400,0
2020-07-24,0.862440,0.863430,0.859100,0.862360,0.862360,0
2020-07-27,0.858180,0.858180,0.848930,0.858180,0.858180,0
2020-07-28,0.849870,0.854628,0.849200,0.849670,0.849670,0
2020-07-29,0.853200,0.853610,0.848969,0.853330,0.853330,0
2020-07-30,0.848400,0.852320,0.846930,0.848690,0.848690,0
2020-07-31,0.842200,0.847270,0.839772,0.842300,0.842300,0
2020-08-03,0.848600,0.854600,0.848350,0.848730,0.848730,0
2020-08-04,0.850300,0.852940,0.847100,0.850100,0.850100,0
2020-08-05,0.846390,0.847460,0.839960,0.846350,0.846350,0
2020-08-06,0.842200,0.845970,0.839500,0.842260,0.842260,0
2020-08-07,0.842100,0.850590,0.841500,0.842000,0.842000,0
2020-08-10,0.848720,0.851571,0.847314,0.848700,0.848700,0
2020-08-11,0.851960,0.853010,0.847100,0.851950,0.851950,0
2020-08-12,0.851800,0.853750,0.846550,0.852040,0.852040,0
2020-08-13,0.847710,0.847840,0.842886,0.847903,0.847903,0
2020-08-14,0.846100,0.848560,0.844737,0.846270,0.846270,0
2020-08-17,0.843850,0.845280,0.841700,0.843700,0.843700,0
2020-08-18,0.841800,0.842080,0.835760,0.842000,0.842000,0
2020-08-19,0.837010,0.840800,0.836500,0.836970,0.836970,0
2020-08-20,0.844470,0.846990,0.842570,0.844345,0.844345,0
2020-08-21,0.842400,0.850709,0.841300,0.842200,0.842200,0
2020-08-24,0.847520,0.848450,0.843700,0.847600,0.847600,0
2020-08-25,0.847800,0.848550,0.844300,0.847850,0.847850,0
2020-08-26,0.845070,0.849180,0.844600,0.844950,0.844950,0
2020-08-27,0.844580,0.849890,0.840440,0.844400,0.844400,0
2020-08-28,0.845990,0.846600,0.838900,0.846050,0.846050,0
2020-08-31,0.839170,0.841390,0.835870,0.839050,0.839050,0
2020-09-01,0.837580,0.837710,0.832550,0.837590,0.837590,0
2020-09-02,0.838710,0.845730,0.838620,0.838700,0.838700,0
2020-09-03,0.844170,0.848200,0.844020,0.844070,0.844070,0
2020-09-04,0.844330,0.848770,0.842920,0.844610,0.844610,0
2020-09-07,0.844840,0.846470,0.843980,0.844990,0.844990,0
2020-09-08,0.846080,0.849820,0.845400,0.845900,0.845900,0
2020-09-09,0.849680,0.850800,0.845270,0.849600,0.849600,0
2020-09-10,0.847000,0.847250,0.839300,0.847000,0.847000,0
2020-09-11,0.845580,0.845600,0.842000,0.845710,0.845710,0
2020-09-14,0.844340,0.845090,0.841184,0.844400,0.844400,0
2020-09-15,0.842680,0.844490,0.840266,0.842460,0.842460,0
2020-09-16,0.844400,0.846410,0.841538,0.844280,0.844280,0
2020-09-17,0.847150,0.851670,0.845300,0.847210,0.847210,0
2020-09-18,0.843700,0.845220,0.842389,0.844010,0.844010,0
2020-09-21,0.844200,0.852320,0.842247,0.844200,0.844200,0
2020-09-22,0.850210,0.855180,0.849400,0.849762,0.849762,0
2020-09-23,0.854150,0.857270,0.853242,0.854090,0.854090,0
2020-09-24,0.857490,0.859870,0.856091,0.857740,0.857740,0
2020-09-25,0.856630,0.861070,0.855790,0.856660,0.856660,0
2020-09-28,0.859470,0.860830,0.856190,0.859450,0.859450,0
2020-09-29,0.856330,0.857150,0.851670,0.856250,0.856250,0
2020-09-30,0.851590,0.855720,0.850600,0.851640,0.851640,0
2020-10-01,0.852970,0.853380,0.849834,0.852800,0.852800,0
2020-10-02,0.851490,0.854910,0.851281,0.851430,0.851430,0
2020-10-05,0.853100,0.853293,0.847700,0.853210,0.853210,0
2020-10-06,0.848300,0.849810,0.846930,0.848000,0.848000,0
2020-10-07,0.851980,0.852849,0.848796,0.851960,0.851960,0
2020-10-08,0.849940,0.852130,0.848800,0.849800,0.849800,0
2020-10-09,0.849830,0.850430,0.845700,0.849834,0.849834,0
2020-10-12,0.846500,0.848320,0.845500,0.846250,0.846250,0
2020-10-13,0.846440,0.852100,0.846440,0.846300,0.846300,0
2020-10-14,0.851500,0.853120,0.849600,0.851630,0.851630,0
2020-10-15,0.851240,0.855420,0.850300,0.851500,0.851500,0
2020-10-16,0.854280,0.855070,0.851300,0.854180,0.854180,0
2020-10-19,0.853560,0.854340,0.847800,0.853570,0.853570,0
2020-10-20,0.849760,0.850150,0.844600,0.849700,0.849700,0
2020-10-21,0.845360,0.845360,0.841600,0.845320,0.845320,0
2020-10-22,0.843790,0.846500,0.842500,0.843600,0.843600,0
2020-10-23,0.846450,0.848320,0.843200,0.846380,0.846380,0
2020-10-26,0.844000,0.847170,0.843810,0.843990,0.843990,0
2020-10-27,0.846780,0.847500,0.844737,0.846780,0.846780,0
2020-10-28,0.848780,0.853293,0.848300,0.848600,0.848600,0
2020-10-29,0.851250,0.857910,0.850400,0.851160,0.851160,0
2020-10-30,0.856400,0.858880,0.854450,0.856260,0.856260,0
2020-11-02,0.858920,0.860260,0.857854,0.858950,0.858950,0
2020-11-03,0.858900,0.859250,0.851644,0.858900,0.858900,0
2020-11-04,0.850010,0.861500,0.849700,0.850180,0.850180,0
2020-11-05,0.852520,0.853770,0.843400,0.852320,0.852320,0
2020-11-06,0.846440,0.847730,0.841000,0.846200,0.846200,0
2020-11-09,0.840820,0.847640,0.838980,0.840830,0.840830,0
2020-11-10,0.845790,0.848840,0.844340,0.845500,0.845500,0
2020-11-11,0.846050,0.851260,0.845100,0.846110,0.846110,0
2020-11-12,0.848990,0.850370,0.845809,0.848875,0.848875,0
2020-11-13,0.847080,0.847480,0.845030,0.847214,0.847214,0
2020-11-16,0.844290,0.846400,0.842550,0.844220,0.844220,0
2020-11-17,0.843190,0.844200,0.840850,0.843210,0.843210,0
2020-11-18,0.842860,0.843800,0.840972,0.842910,0.842910,0
2020-11-19,0.844390,0.846210,0.843500,0.844050,0.844050,0
2020-11-20,0.842640,0.843750,0.840980,0.842710,0.842710,0
2020-11-23,0.842790,0.847230,0.839920,0.842710,0.842710,0
2020-11-24,0.844466,0.844670,0.840770,0.844400,0.844400,0
2020-11-25,0.840300,0.841550,0.838360,0.840300,0.840300,0
2020-11-26,0.839100,0.841260,0.837451,0.838926,0.838926,0
2020-11-27,0.839500,0.839580,0.835990,0.839208,0.839208,0
2020-11-30,0.835370,0.837230,0.833190,0.835320,0.835320,0
2020-12-01,0.837680,0.837802,0.829630,0.837650,0.837650,0
2020-12-02,0.828510,0.830510,0.825940,0.828200,0.828200,0
2020-12-03,0.825530,0.826280,0.821355,0.825450,0.825450,0
2020-12-04,0.823360,0.824150,0.821170,0.823340,0.823340,0
2020-12-07,0.825040,0.827760,0.822130,0.824990,0.824990,0
2020-12-08,0.825800,0.826640,0.824120,0.825550,0.825550,0
2020-12-09,0.825770,0.828230,0.823113,0.825700,0.825700,0
2020-12-10,0.827700,0.827790,0.822500,0.827900,0.827900,0
2020-12-11,0.823490,0.825910,0.822100,0.823432,0.823432,0
2020-12-14,0.824160,0.825250,0.821420,0.824171,0.824171,0
2020-12-15,0.823130,0.824610,0.821930,0.823120,0.823120,0
2020-12-16,0.822790,0.823250,0.818800,0.822754,0.822754,0
2020-12-17,0.819870,0.820180,0.815461,0.819700,0.819700,0
2020-12-18,0.815530,0.817850,0.815100,0.815480,0.815480,0
2020-12-21,0.818960,0.824350,0.817350,0.818590,0.818590,0
2020-12-22,0.817100,0.821960,0.815727,0.817200,0.817200,0
2020-12-23,0.820620,0.822520,0.818370,0.820570,0.820570,0
2020-12-24,0.820080,0.821060,0.818500,0.820250,0.820250,0
2020-12-25,0.820700,0.821895,0.818800,0.820700,0.820700,0
2020-12-28,0.819200,0.820780,0.816193,0.819330,0.819330,0
2020-12-29,0.818330,0.818330,0.814598,0.818100,0.818100,0
2020-12-30,0.816110,0.816190,0.812430,0.816130,0.816130,0
2020-12-31,0.813070,0.818130,0.812380,0.813015,0.813015,0
2021-01-01,0.821500,0.824063,0.818532,0.821000,0.821000,0
2021-01-04,0.816390,0.821600,0.812348,0.816280,0.816280,0
2021-01-05,0.816130,0.816330,0.813350,0.816220,0.816220,0
2021-01-06,0.813100,0.815200,0.809700,0.812990,0.812990,0
2021-01-07,0.810520,0.816550,0.810000,0.810300,0.810300,0
2021-01-08,0.815080,0.818670,0.814190,0.814900,0.814900,0
2021-01-11,0.820490,0.824080,0.819700,0.820600,0.820600,0
2021-01-12,0.822260,0.823800,0.821120,0.822321,0.822321,0
2021-01-13,0.819050,0.822680,0.818000,0.819075,0.819075,0
2021-01-14,0.822250,0.825550,0.821500,0.822200,0.822200,0
2021-01-15,0.822842,0.827490,0.822200,0.822960,0.822960,0
2021-01-18,0.828690,0.829500,0.827390,0.828630,0.828630,0
2021-01-19,0.827920,0.827920,0.823390,0.828000,0.828000,0
2021-01-20,0.823760,0.827970,0.822368,0.823800,0.823800,0
2021-01-21,0.825400,0.825770,0.821560,0.825380,0.825380,0
2021-01-22,0.821950,0.822910,0.820479,0.821943,0.821943,0
2021-01-25,0.821790,0.825270,0.820614,0.821730,0.821730,0
2021-01-26,0.823500,0.825870,0.821355,0.823300,0.823300,0
2021-01-27,0.822150,0.829050,0.821600,0.822166,0.822166,0
2021-01-28,0.826120,0.827650,0.823452,0.826100,0.826100,0
2021-01-29,0.824990,0.826720,0.822571,0.825080,0.825080,0
2021-02-01,0.824890,0.828560,0.823990,0.824820,0.824820,0
2021-02-02,0.828660,0.832060,0.827270,0.828590,0.828590,0
2021-02-03,0.830630,0.832990,0.829876,0.830630,0.830630,0
2021-02-04,0.830440,0.835620,0.830300,0.830400,0.830400,0
2021-02-05,0.835600,0.836570,0.830580,0.835650,0.835650,0
2021-02-08,0.829920,0.831850,0.828600,0.829960,0.829960,0
2021-02-09,0.829700,0.829862,0.825440,0.829628,0.829628,0
2021-02-10,0.825290,0.825750,0.823470,0.825083,0.825083,0
2021-02-11,0.825120,0.825470,0.822978,0.825000,0.825000,0
2021-02-12,0.824400,0.827541,0.824000,0.824300,0.824300,0
2021-02-15,0.825010,0.825260,0.823249,0.824940,0.824940,0
2021-02-16,0.824240,0.826730,0.821625,0.824253,0.824253,0
2021-02-17,0.827230,0.831560,0.826560,0.826960,0.826960,0
2021-02-18,0.830160,0.830820,0.827198,0.830013,0.830013,0
2021-02-19,0.827010,0.827609,0.823200,0.827000,0.827000,0
2021-02-22,0.824780,0.826980,0.822700,0.824650,0.824650,0
2021-02-23,0.821900,0.823940,0.821100,0.821909,0.821909,0
2021-02-24,0.822910,0.825675,0.821420,0.822900,0.822900,0
2021-02-25,0.821726,0.822600,0.816890,0.821600,0.821600,0
2021-02-26,0.822360,0.827010,0.820850,0.822340,0.822340,0
2021-03-01,0.827068,0.831260,0.826340,0.827160,0.827160,0
2021-03-02,0.829940,0.833750,0.827790,0.829800,0.829800,0
2021-03-03,0.827470,0.830240,0.825730,0.827440,0.827440,0
2021-03-04,0.829990,0.831600,0.828912,0.829830,0.829830,0
2021-03-05,0.835520,0.840480,0.835520,0.835580,0.835580,0
2021-03-08,0.838600,0.844000,0.838070,0.838530,0.838530,0
2021-03-09,0.843740,0.844870,0.839208,0.843760,0.843760,0
2021-03-10,0.840570,0.842460,0.838570,0.840484,0.840484,0
2021-03-11,0.838400,0.839130,0.834880,0.838500,0.838500,0
2021-03-12,0.834610,0.839590,0.834000,0.834300,0.834300,0
2021-03-15,0.836740,0.839500,0.835740,0.836820,0.836820,0
2021-03-16,0.838410,0.841440,0.836610,0.838520,0.838520,0
2021-03-17,0.840188,0.841210,0.839067,0.840220,0.840220,0
2021-03-18,0.834680,0.839620,0.833959,0.834530,0.834530,0
2021-03-19,0.839090,0.842110,0.837700,0.839050,0.839050,0
2021-03-22,0.841430,0.842030,0.837700,0.841530,0.841530,0
2021-03-23,0.837990,0.842860,0.837300,0.838010,0.838010,0
2021-03-24,0.844510,0.846500,0.843800,0.844580,0.844580,0
2021-03-25,0.846470,0.849240,0.845300,0.846520,0.846520,0
2021-03-26,0.849180,0.849430,0.847170,0.849140,0.849140,0
2021-03-29,0.848349,0.850210,0.847920,0.848320,0.848320,0
2021-03-30,0.849680,0.853740,0.849200,0.849545,0.849545,0
2021-03-31,0.853000,0.854370,0.850440,0.852980,0.852980,0
2021-04-01,0.852590,0.853620,0.849200,0.852600,0.852600,0
2021-04-02,0.849060,0.850960,0.848392,0.848900,0.848900,0
2021-04-05,0.849880,0.851830,0.846300,0.849750,0.849750,0
2021-04-06,0.846090,0.847710,0.843500,0.846100,0.846100,0
2021-04-07,0.842070,0.842790,0.839300,0.842160,0.842160,0
2021-04-08,0.842320,0.843040,0.839290,0.842200,0.842200,0
2021-04-09,0.839230,0.842560,0.838700,0.839230,0.839230,0
2021-04-12,0.840590,0.842220,0.838900,0.840300,0.840300,0
2021-04-13,0.839480,0.841446,0.836600,0.839300,0.839300,0
2021-04-14,0.836300,0.836690,0.834590,0.836530,0.836530,0
2021-04-15,0.834560,0.836270,0.833810,0.834300,0.834300,0
2021-04-16,0.835370,0.836757,0.833700,0.835300,0.835300,0
2021-04-19,0.835540,0.837280,0.830000,0.835460,0.835460,0
2021-04-20,0.830300,0.831340,0.827700,0.830200,0.830200,0
2021-04-21,0.831080,0.833333,0.830200,0.831090,0.831090,0
2021-04-22,0.830690,0.833060,0.828500,0.830720,0.830720,0
2021-04-23,0.832090,0.832370,0.827952,0.832310,0.832310,0
2021-04-26,0.827160,0.828930,0.825200,0.827140,0.827140,0
2021-04-27,0.827869,0.829330,0.827000,0.827700,0.827700,0
2021-04-28,0.827230,0.829350,0.826300,0.827109,0.827109,0
2021-04-29,0.824010,0.826160,0.822900,0.824000,0.824000,0
2021-04-30,0.824750,0.831620,0.824500,0.824600,0.824600,0
2021-05-03,0.831500,0.832300,0.827952,0.831410,0.831410,0
2021-05-04,0.829200,0.833330,0.828981,0.829100,0.829100,0
2021-05-05,0.832200,0.834220,0.831300,0.832290,0.832290,0
2021-05-06,0.832700,0.833750,0.828500,0.832780,0.832780,0
2021-05-07,0.828780,0.829640,0.822000,0.828600,0.828600,0
2021-05-10,0.821860,0.823900,0.821200,0.821620,0.821620,0
2021-05-11,0.823580,0.824710,0.821040,0.823660,0.823660,0
2021-05-12,0.823350,0.828630,0.823000,0.823418,0.823418,0
2021-05-13,0.828030,0.829660,0.826000,0.827917,0.827917,0
2021-05-14,0.827800,0.828400,0.823200,0.828000,0.828000,0
2021-05-17,0.823210,0.824570,0.821693,0.823020,0.823020,0
2021-05-18,0.822690,0.822770,0.817500,0.822580,0.822580,0
2021-05-19,0.817900,0.820220,0.816460,0.818063,0.818063,0
2021-05-20,0.821500,0.821630,0.817728,0.821500,0.821500,0
2021-05-21,0.817800,0.821440,0.816860,0.817970,0.817970,0
2021-05-24,0.820940,0.821300,0.817700,0.820800,0.820800,0
2021-05-25,0.818700,0.818840,0.815195,0.818690,0.818690,0
2021-05-26,0.816400,0.819670,0.815328,0.816387,0.816387,0
2021-05-27,0.820320,0.821310,0.818532,0.820170,0.820170,0
2021-05-28,0.820160,0.824170,0.819600,0.820130,0.820130,0
2021-05-31,0.820340,0.820740,0.817400,0.820340,0.820340,0
2021-06-01,0.817390,0.818690,0.816050,0.817470,0.817470,0
2021-06-02,0.818460,0.821980,0.817700,0.818480,0.818480,0
2021-06-03,0.818900,0.825021,0.818600,0.819010,0.819010,0
2021-06-04,0.824382,0.826070,0.820500,0.824198,0.824198,0
2021-06-07,0.821980,0.823380,0.819538,0.821800,0.821800,0
2021-06-08,0.820370,0.821920,0.819900,0.820100,0.820100,0
2021-06-09,0.821570,0.821570,0.818398,0.821500,0.821500,0
2021-06-10,0.821200,0.823360,0.820200,0.820883,0.820883,0
2021-06-11,0.821480,0.826788,0.820008,0.821520,0.821520,0
2021-06-14,0.825710,0.826770,0.824300,0.825750,0.825750,0
2021-06-15,0.824800,0.826250,0.823100,0.824930,0.824930,0
2021-06-16,0.824710,0.825740,0.824063,0.824600,0.824600,0
2021-06-17,0.833900,0.839840,0.832800,0.833640,0.833640,0
2021-06-18,0.839400,0.843800,0.838400,0.839390,0.839390,0
2021-06-21,0.842530,0.843970,0.838890,0.842200,0.842200,0
2021-06-22,0.839520,0.841580,0.839100,0.839450,0.839450,0
2021-06-23,0.837700,0.839220,0.835422,0.837750,0.837750,0
2021-06-24,0.838110,0.838930,0.836350,0.838000,0.838000,0
2021-06-25,0.838370,0.838370,0.835110,0.838200,0.838200,0
2021-06-28,0.837370,0.840010,0.837100,0.837370,0.837370,0
2021-06-29,0.838200,0.841720,0.838200,0.838300,0.838300,0
2021-06-30,0.840340,0.844180,0.839600,0.840200,0.840200,0
2021-07-01,0.843500,0.844730,0.841468,0.843400,0.843400,0
2021-07-02,0.844090,0.846070,0.843100,0.844150,0.844150,0
2021-07-05,0.843460,0.843739,0.841609,0.843440,0.843440,0
2021-07-06,0.843064,0.846382,0.840600,0.842900,0.842900,0
2021-07-07,0.846000,0.848720,0.844500,0.845700,0.845700,0
2021-07-08,0.847920,0.848590,0.842720,0.847932,0.847932,0
2021-07-09,0.844100,0.845650,0.842130,0.844024,0.844024,0
2021-07-12,0.842200,0.844830,0.841600,0.842250,0.842250,0
2021-07-13,0.842820,0.847930,0.841900,0.842800,0.842800,0
2021-07-14,0.849300,0.849430,0.845451,0.849230,0.849230,0
2021-07-15,0.845070,0.847030,0.843800,0.845070,0.845070,0
2021-07-16,0.846520,0.847889,0.845809,0.846610,0.846610,0
2021-07-19,0.846630,0.850030,0.845790,0.846453,0.846453,0
2021-07-20,0.848000,0.850550,0.847170,0.847900,0.847900,0
2021-07-21,0.848500,0.850800,0.847260,0.848600,0.848600,0
2021-07-22,0.847800,0.849860,0.845320,0.847980,0.847980,0
2021-07-23,0.849360,0.850630,0.848500,0.849420,0.849420,0
2021-07-26,0.849400,0.850010,0.846200,0.849370,0.849370,0
2021-07-27,0.847000,0.849490,0.844800,0.846900,0.846900,0
2021-07-28,0.845852,0.848480,0.845300,0.845800,0.845800,0
2021-07-29,0.844110,0.844470,0.840900,0.844170,0.844170,0
2021-07-30,0.840900,0.843490,0.839560,0.840831,0.840831,0
2021-08-02,0.842790,0.843200,0.840407,0.842670,0.842670,0
2021-08-03,0.842110,0.843480,0.840619,0.842130,0.842130,0
2021-08-04,0.842520,0.845000,0.840195,0.842500,0.842500,0
2021-08-05,0.844600,0.845320,0.843241,0.844780,0.844780,0
2021-08-06,0.845080,0.850600,0.844900,0.844900,0.844900,0
2021-08-09,0.851000,0.851660,0.849500,0.851100,0.851100,0
2021-08-10,0.851861,0.853920,0.851499,0.851900,0.851900,0
2021-08-11,0.853260,0.854230,0.851290,0.853000,0.853000,0
2021-08-12,0.851640,0.852870,0.850991,0.851651,0.851651,0
2021-08-13,0.852070,0.852440,0.847242,0.852060,0.852060,0
2021-08-16,0.847720,0.849760,0.847200,0.847840,0.847840,0
2021-08-17,0.848900,0.853930,0.848600,0.848900,0.848900,0
2021-08-18,0.854000,0.854930,0.852442,0.853990,0.853990,0
2021-08-19,0.854420,0.856990,0.854200,0.854460,0.854460,0
2021-08-20,0.856400,0.857270,0.855359,0.856414,0.856414,0
2021-08-23,0.854720,0.855022,0.851550,0.854880,0.854880,0
2021-08-24,0.851300,0.852650,0.849990,0.851460,0.851460,0
2021-08-25,0.850700,0.852620,0.850300,0.850840,0.850840,0
2021-08-26,0.849401,0.851220,0.848800,0.849300,0.849300,0
2021-08-27,0.850850,0.852080,0.847200,0.850600,0.850600,0
2021-08-30,0.847460,0.848570,0.846600,0.847529,0.847529,0
2021-08-31,0.847500,0.847710,0.844200,0.847680,0.847680,0
2021-09-01,0.846600,0.847810,0.843170,0.846720,0.846720,0
2021-09-02,0.844430,0.844966,0.842300,0.844530,0.844530,0
2021-09-03,0.842160,0.842590,0.839800,0.842000,0.842000,0
2021-09-06,0.841330,0.843380,0.841300,0.841330,0.841330,0
2021-09-07,0.842180,0.844716,0.841200,0.842100,0.842100,0
2021-09-08,0.844200,0.847230,0.843597,0.844340,0.844340,0
2021-09-09,0.846000,0.847020,0.844500,0.846088,0.846088,0
2021-09-10,0.845770,0.846070,0.843668,0.845600,0.845600,0
2021-09-13,0.846560,0.849574,0.846200,0.846600,0.846600,0
2021-09-14,0.846690,0.847314,0.844096,0.846600,0.846600,0
2021-09-15,0.847200,0.847386,0.845094,0.847100,0.847100,0
2021-09-16,0.846070,0.850940,0.845800,0.846024,0.846024,0
